Dataset
1,2
2,4
3,3
4,4
5,9
6,18
7,30
8,45
9,56
10,67
11,75
12,78
13,89
14,78
15,87
16,79
17,85
18,72
19,74
20,59
21,52
22,43
23,31
24,20
25,11
26,5
27,2
28,3
29,2
30,1
31,2
32,2
33,1
34,2
35,3
36,2
37,2
38,3
39,2
40,2
41,3
42,3
43,2
44,3
45,5
46,12
47,21
48,19
49,22
50,25
51,21
52,23
53,23
54,23
55,24
56,25
57,25
58,25
59,25
60,30
61,25
62,29
63,45
64,50
65,60
66,73
67,79
68,76
69,86
70,82
71,91
72,82
73,79
74,77
75,71
76,67
77,66
78,80
79,65
80,65
81,63
82,57
83,50
84,40
85,25
86,16
87,10
88,4
89,3
90,2
91,2
92,2
93,3
94,2
95,2
96,3
97,3
98,1
99,3
100,3
101,2
102,3
103,4
104,2
105,2
106,3
107,3
108,1
109,3
110,4
111,2
112,4
113,15
114,23
115,43
116,50
117,51
118,50
119,52
120,55
121,51
122,56
123,58
124,57
125,60
126,56
127,65
128,61
129,65
130,66
131,74
132,63
133,61
134,56
135,54
136,65
137,55
138,61
139,51
140,50
141,42
142,29
143,20
144,12
145,5
146,3
147,3
148,1
149,2
150,3
151,2
152,2
153,3
154,3
155,2
156,2
157,4
158,3
159,2
160,10
161,19
162,41
163,50
164,63
165,63
166,72
167,74
168,66
169,73
170,65
171,65
172,65
173,64
174,72
175,69
176,66
177,74
178,66
179,79
180,66
181,71
182,75
183,78
184,78
185,79
186,94
187,79
188,76
189,73
190,65
191,57
192,49
193,69
194,31
195,26
196,25
197,26
198,26
199,26
200,25
201,24
202,24
203,24
204,23
205,18
206,9
207,4
208,2
209,3
210,2
211,2
212,3
213,2
214,2
215,4
216,3
217,2
218,3
219,4
220,3
221,2
222,4
223,3
224,2
225,7
226,2
227,1
228,2
229,3
230,2
231,2
232,12
233,17
234,19
235,24
236,28
237,31
238,38
239,45
240,55
241,63
242,74
243,88
244,87
245,98
246,100
247,91
248,89
249,84
250,71
251,66
252,79
253,65
254,67
255,66
256,61
257,55
258,48
259,41
260,53
261,28
262,23
263,22
264,23
265,22
266,23
267,23
268,23
269,23
270,23
271,27
272,42
273,34
274,53
275,46
276,49
277,49
278,50
279,50
280,49
281,50
282,52
283,41
284,37
285,31
286,24
287,15
288,11
289,8
290,5
291,3
292,3
293,2
294,1
295,3
296,3
297,2
298,2
299,3
300,2
301,1
302,3
303,3
304,2
305,8
306,17
307,34
308,51
309,60
310,63
311,73
312,80
313,83
314,77
315,85
316,74
317,79
318,69
319,64
320,57
321,51
322,57
323,29
324,18
325,11
326,5
327,2
328,3
329,2
330,2
331,2
332,2
333,1
334,2
335,3
336,2
337,2
338,3
339,2
340,2
341,3
342,3
343,1
344,4
345,3
346,9
347,17
348,19
349,20
350,22
351,23
352,22
353,23
354,23
355,24
356,24
357,25
358,27
359,25
360,26
361,26
362,29
363,45
364,53
365,56
366,69
367,76
368,81
369,79
370,78
371,87
372,80
373,79
374,77
375,85
376,66
377,67
378,65
379,65
380,80
381,65
382,56
383,51
384,40
385,42
386,16
387,8
388,4
389,3
390,3
391,1
392,2
393,3
394,2
395,2
396,3
397,2
398,2
399,3
400,3
401,2
402,2
403,4
404,2
405,2
406,3
407,4
408,1
409,3
410,5
411,2
412,4
413,15
414,24
415,43
416,49
417,50
418,52
419,53
420,53
421,55
422,56
423,57
424,53
425,58
426,54
427,56
428,59
429,69
430,63
431,65
432,70
433,60
434,63
435,54
436,52
437,52
438,50
439,50
440,49
441,64
442,30
443,18
444,11
445,5
446,2
447,3
448,2
449,1
450,3
451,2
452,1
453,3
454,3
455,2
456,2
457,3
458,3
459,2
460,12
461,19
462,35
463,55
464,61
465,70
466,66
467,73
468,66
469,76
470,66
471,65
472,66
473,68
474,74
475,68
476,69
477,78
478,68
479,82
480,73
481,76
482,75
483,81
484,78
485,96
486,83
487,83
488,79
489,74
490,93
491,58
492,51
493,42
494,31
495,27
496,26
497,27
498,25
499,26
500,25
501,25
502,39
503,23
504,17
505,3
506,13
507,7
508,4
509,3
510,3
511,2
512,3
513,3
514,3
515,3
516,3
517,3
518,3
519,3
520,4
521,2
522,4
523,3
524,3
525,3
526,3
527,3
528,3
529,3
530,3
531,4
532,13
533,19
534,23
535,25
536,29
537,33
538,39
539,45
540,55
541,63
542,68
543,84
544,89
545,95
546,86
547,87
548,84
549,88
550,66
551,63
552,62
553,63
554,62
555,64
556,80
557,54
558,49
559,44
560,37
561,29
562,24
563,23
564,23
565,23
566,37
567,23
568,23
569,24
570,24
571,26
572,29
573,49
574,42
575,60
576,48
577,50
578,51
579,49
580,59
581,48
582,47
583,43
584,38
585,32
586,26
587,17
588,11
589,8
590,5
591,3
592,3
593,2
594,2
595,2
596,3
597,2
598,2
599,3
600,2
601,2
602,3
603,3
604,2
605,16
606,15
607,34
608,52
609,57
610,68
611,73
612,78
613,75
614,81
615,76
616,74
617,73
618,67
619,73
620,57
621,52
622,44
623,31
624,20
625,12
626,4
627,3
628,3
629,1
630,1
631,3
632,2
633,1
634,2
635,2
636,1
637,2
638,3
639,2
640,2
641,3
642,2
643,2
644,2
645,4
646,12
647,19
648,25
649,27
650,36
651,37
652,17
653,36
654,51
655,49
656,51
657,53
658,53
659,48
660,51
661,43
662,46
663,42
664,40
665,31
666,27
667,24
668,30
669,24
670,24
671,25
672,38
673,46
674,53
675,52
676,62
677,57
678,60
679,65
680,70
681,74
682,89
683,75
684,77
685,76
686,87
687,72
688,67
689,64
690,79
691,62
692,63
693,63
694,79
695,54
696,47
697,35
698,23
699,13
700,7
701,3
702,3
703,2
704,2
705,2
706,3
707,2
708,2
709,4
710,2
711,2
712,3
713,3
714,2
715,3
716,4
717,2
718,2
719,4
720,3
721,1
722,4
723,4
724,2
725,14
726,21
727,32
728,50
729,57
730,64
731,71
732,81
733,81
734,78
735,87
736,76
737,75
738,71
739,73
740,55
741,52
742,44
743,30
744,20
745,11
746,4
747,2
748,2
749,2
750,1
751,3
752,2
753,1
754,2
755,3
756,2
757,2
758,3
759,2
760,2
761,3
762,2
763,2
764,3
765,4
766,11
767,18
768,20
769,20
770,22
771,24
772,21
773,23
774,24
775,25
776,25
777,25
778,29
779,26
780,26
781,29
782,34
783,43
784,55
785,62
786,68
787,73
788,74
789,75
790,84
791,76
792,76
793,75
794,83
795,67
796,65
797,64
798,81
799,65
800,66
801,66
802,71
803,51
804,40
805,26
806,17
807,8
808,4
809,2
810,3
811,1
812,2
813,3
814,2
815,1
816,3
817,3
818,1
819,3
820,3
821,2
822,2
823,3
824,3
825,3
826,3
827,3
828,2
829,3
830,4
831,2
832,3
833,16
834,21
835,40
836,51
837,50
838,51
839,56
840,53
841,57
842,54
843,60
844,55
845,61
846,57
847,66
848,65
849,70
850,63
851,62
852,60
853,58
854,58
855,55
856,53
857,68
858,51
859,51
860,49
861,43
862,32
863,20
864,11
865,5
866,2
867,3
868,2
869,2
870,3
871,2
872,2
873,2
874,3
875,2
876,2
877,4
878,3
879,2
880,11
881,26
882,36
883,54
884,55
885,65
886,70
887,69
888,64
889,64
890,63
891,62
892,71
893,62
894,65
895,63
896,72
897,64
898,72
899,65
900,66
901,79
902,73
903,73
904,76
905,74
906,75
907,95
908,75
909,69
910,63
911,56
912,50
913,42
914,31
915,50
916,24
917,25
918,25
919,26
920,25
921,26
922,24
923,24
924,24
925,18
926,9
927,4
928,3
929,3
930,2
931,2
932,3
933,3
934,2
935,3
936,2
937,2
938,3
939,4
940,1
941,3
942,4
943,3
944,1
945,4
